Tempo (ms),(B) INTERCEPT_ORIG_TEMPO,(C) TVD (metros),(A) PSTM_COR
2536,0.0141106,2896.7902343,4487.5234375
2540,0.0032616,2903.9732921,2149.6184082
2544,-0.008312,2911.0683648,-1027.612793
2548,-0.0117107,2918.1742895,-4321.9375
2552,-0.006813,2925.0241269,-8271.5117188
2556,-0.001729,2932.1408442,-11737.609375
2560,-0.0002935,2939.1906418,-11583.703125
2564,0.0021462,2946.16049,-6197.890625
2568,0.0069079,2953.1203943,2482.5336914
2572,0.0063793,2960.1925455,10015.7070313
2576,-0.0036718,2967.3547744,12216.71875
2580,-0.0153896,2974.4224246,8324.3945313
2584,-0.0187379,2981.3659778,1655.3864746
2588,-0.0122074,2988.3717994,-2998.1335449
2592,0.0005818,2995.4488746,-3428.0986328
2596,0.0149355,3002.4965016,-1794.8063965
2600,0.0225566,3009.5741939,-1082.7792969
2604,0.0173335,3017.2880925,-1506.8105469
2608,0.0063082,3024.8682581,-2044.5046387
2612,0.0029375,3032.5298893,-2515.7785645
2616,0.0088456,3040.1802518,-3007.9753418
2620,0.0127756,3048.0410701,-3113.8969727
2624,0.0071093,3055.930141,-1889.3681641
2628,-0.0046352,3063.8258991,1450.8623047
2632,-0.0184087,3071.3943525,6143.125
2636,-0.0350179,3079.079769,9755.5585938
2640,-0.0465262,3086.6570428,10130.8554688
2644,-0.0333187,3093.8090267,7317.21875
2648,0.0083217,3100.703372,3334.0656738
2652,0.0490884,3107.9524749,-405.2595215
2656,0.0549276,3115.6316008,-4346.1445313
2660,0.0239778,3123.3554462,-8130.9492188
2664,-0.0153268,3131.1541576,-9191.0898438
2668,-0.0340672,3138.6651682,-6266.609375
2672,-0.0240885,3146.1181696,-1841.9934082
2676,0.0009762,3153.7625384,633.651123
2680,0.0174892,3161.21157,347.5339355
2684,0.0105882,3168.9353404,-761.6416016
2688,-0.009663,3176.8125864,-575.9187012
2692,-0.0168456,3184.39262,1112.9702148
2696,-0.0020727,3191.6978282,2773.395752
2700,0.0132528,3199.5389119,2674.1984863
2704,0.0105471,3207.7099644,594.7321777
2708,0.0003132,3215.5279338,-1325.6755371
2712,0.0001722,3223.4421697,-500.6242676
2716,0.0084435,3231.4617388,2680.3405762
2720,0.0133567,3239.6640134,4879.3476563
2724,0.0101544,3247.8999038,3673.0158691
2728,0.0017329,3256.127761,-32.8380585
2732,-0.0060627,3264.3303895,-3500.9018555
2736,-0.0095622,3272.3643185,-5235.8046875
2740,-0.0115974,3280.463754,-5603.3085938
2744,-0.0152938,3288.4203709,-4801.578125
2748,-0.0152686,3296.2706295,-2854.6669922
2752,-0.0055955,3303.7092744,-927.5800781
2756,0.0065173,3311.3166623,-272.017334
2760,0.0087479,3319.1095683,-526.2631836
2764,0.0020459,3326.7418158,535.1455078
2768,-0.0027704,3334.1257105,4833.296875
2772,-0.0017354,3342.0598403,10521.734375
2776,0.0007122,3349.3531556,12808.0976563
2780,0.00136,3357.2445755,9221.4023438
2784,0.0016347,3364.8903231,2107.9899902
2788,0.0051621,3372.5395395,-4326.3867188
2792,0.0139975,3380.3030281,-7630.3046875
2796,0.0226735,3388.0681064,-7641.265625
2800,0.0181695,3395.5731454,-5686.6796875
2804,-0.0040984,3404.5139055,-3647.1889648
2808,-0.0276415,3412.2980069,-2399.6376953
2812,-0.0323778,3419.8468827,-1239.9401855
2816,-0.0191123,3427.3366906,535.3359375
2820,-0.0026939,3434.943085,2132.2646484
2824,0.0086458,3442.3085726,2234.3188477
2828,0.013645,3449.797995,1093.1975098
2832,0.0096514,3457.3895068,507.6728516
2836,-0.0034668,3464.9907037,1336.3369141
2840,-0.0166066,3472.6011705,2176.7700195
2844,-0.015133,3480.2020244,1372.9541016
2848,0.0077539,3487.7531399,-654.7780762
2852,0.0378853,3495.2649393,-2160.7294922
2856,0.0468736,3503.1959651,-2360.4213867
2860,0.0214148,3511.6916115,-1530.9230957
2864,-0.0196489,3519.9923665,296.171875
2868,-0.0442431,3528.0881037,2700.6799316
2872,-0.0377593,3535.9960982,3969.0380859
2876,-0.0128762,3543.6207595,2912.8962402
2880,0.0073623,3551.5594389,206.2142792
2884,0.0133462,3559.5879954,-3307.0383301
2888,0.0113577,3567.3375023,-7167.4609375
2892,0.0078978,3575.599135,-9668.5703125
2896,0.0052189,3583.6593781,-8574.078125
2900,0.0059705,3591.8030883,-3700.0515137
2904,0.0075126,3599.8152262,2877.5888672
2908,0.0011373,3608.064851,8224.9101563
2912,-0.011314,3616.640892,9802.984375
2916,-0.0149348,3624.5825511,7327.9648438
2920,-0.0054855,3632.5754997,3131.7678223
2924,0.0036248,3640.9014286,-87.2892151
2928,0.004874,3649.1727458,-1032.9519043
2932,0.0048071,3657.2250987,-109.6452637
2936,0.0055087,3665.3090799,910.2712402
2940,0.0012407,3673.8329733,372.7009277
2944,-0.0052619,3682.1190786,-1722.7644043
2948,-0.0038117,3690.3105722,-3785.0568848
2952,0.0057483,3698.5973182,-3939.4118652
2956,0.0122989,3707.0813312,-1897.579834
2960,0.008237,3715.6183413,589.8823242
2964,-0.0048652,3724.1214191,1815.5646973
2968,-0.0216412,3732.3134414,1428.5407715
2972,-0.0334754,3740.8696268,-203.0013885
2976,-0.0268552,3748.8699798,-1976.8564453
2980,0.0037677,3756.7031133,-2313.3339844
2984,0.0384313,3764.7305827,-532.0288086
2988,0.0446563,3773.09822,2571.8195801
2992,0.0165147,3782.0667365,5078.6914063
2996,-0.0165384,3790.5904939,5147.8398438
3000,-0.0259554,3799.1540913,2946.2319336
3004,-0.0113717,3807.5185098,322.2556152
3008,0.0090356,3815.9352355,-1839.6152344
3012,0.0182912,3824.3330215,-3910.3635254
3016,0.0107576,3832.8374391,-5404.4101563
3020,-0.006268,3841.4186807,-5118.9882813
3024,-0.0188922,3849.6863381,-3177.842041
3028,-0.0175577,3857.8016324,-1108.7006836
3032,-0.0037122,3865.833751,-85.4402771
3036,0.0118828,3873.9221818,-48.2714996
3040,0.016645,3882.0811113,-249.6993713
3044,0.0058144,3890.375916,-47.6121063
3048,-0.0124613,3898.7413316,640.8532715
3052,-0.0235508,3906.8019847,1481.0678711
3056,-0.0181935,3915.1626583,2220.6606445
3060,0.0025178,3923.3181948,2662.0795898
3064,0.0279555,3931.4871301,2404.484375
3068,0.0405227,3939.7745253,1286.1633301
3072,0.0271,3948.7719722,-48.5976105
3076,-0.0045997,3957.8981383,-514.2797852
3080,-0.0284543,3966.5075362,417.1999512
3084,-0.0265612,3975.0182702,2277.6806641
3088,-0.0088879,3983.2723655,4053.5527344
3092,0.0016104,3991.8374421,4781.6210938
3096,-0.0009221,4000.2587246,4022.4060059
3100,-0.0030119,4008.5081305,2169.6835938
3104,0.0028498,4016.784651,122.6045227
3108,0.0078037,4025.2450534,-1525.7333984
3112,0.0030253,4033.65882,-2738.7570801
3116,-0.0072264,4042.0476169,-3683.1328125
3120,-0.012093,4050.3752742,-4592.0976563
3124,-0.0066505,4058.677014,-5425.390625
3128,0.004082,4066.9363643,-5453.1328125
3132,0.0110198,4075.3533258,-4067.1433105
3136,0.0097471,4083.8492877,-1760.7028809
3140,0.0038456,4092.228845,368.4199219
3144,-0.0004722,4100.7281615,1674.9121094
3148,-0.002422,4109.0085781,2183.3942871
3152,-0.0059425,4117.6899137,2207.9116211
3156,-0.0099879,4126.2490836,2058.5322266
3160,-0.0062333,4134.6385161,1631.8840332
3164,0.0088567,4143.16775,424.1125488
3168,0.0248437,4151.9927522,-1487.0258789
3172,0.02566,4160.9838231,-3221.9589844
3176,0.007423,4170.1381779,-4005.5004883
3180,-0.0138035,4179.4135467,-3326.5322266
3184,-0.0175306,4188.275231,-942.1853027
3188,-0.0036341,4197.4267539,2321.4304199
3192,0.0078174,4206.1747624,4978.1875
3196,0.0030629,4215.2900527,6308.7070313
3200,-0.0106815,4224.5883024,6246.9179688
3204,-0.0184023,4233.3398073,4874.6132813
3208,-0.0145044,4242.0953758,2681.065918
3212,-0.0046508,4250.7367505,163.8542786
3216,0.0025984,4259.3238693,-2395.1865234
3220,0.0041759,4267.9758457,-4270.0664063
3224,0.0048682,4276.516371,-4700.78125
3228,0.0099368,4285.1043852,-3643.9057617
3232,0.0163315,4293.9825054,-1468.9438477
3236,0.0152878,4302.7459667,979.8623047
3240,0.0032382,4311.5656841,2465.121582
3244,-0.0121368,4320.3781467,2339.8742676
3248,-0.0189863,4328.9843773,977.3376465
3252,-0.0148223,4337.0560956,-480.9799805
3256,-0.0074994,4345.6305366,-840.1159668
3260,-0.0026081,4353.9471374,165.3375702
3264,0.0016427,4362.1449336,1707.496582
3268,0.0075958,4370.2847746,2304.1574707
3272,0.0138157,4378.833884,882.2944336
3276,0.016401,4387.2739741,-2188.199707
3280,0.0116059,4395.917821,-5599.5390625
3284,0.0004177,4404.712717,-7622.453125
3288,-0.009597,4413.3842059,-6580.5234375
3292,-0.0111752,4422.0751514,-2319.545166
3296,-0.0056094,4430.7391934,3492.0021973
3300,-0.0011952,4439.6176716,8200.1875
3304,-0.0028681,4448.1993201,9212.671875
3308,-0.0055564,4456.9627679,6214.703125
3312,-0.0010916,4465.4349649,1746.3942871
3316,0.0091004,4473.9743536,-1382.9711914
3320,0.013715,4482.6801012,-2060.2009277
3324,0.0060621,4491.4716926,-1180.2370605
3328,-0.0064695,4500.3481878,-876.9411621
3332,-0.0114297,4509.1000158,-2404.5168457
3336,-0.0052716,4517.646247,-4937.015625
3340,0.0054913,4526.3174448,-6732.8046875
3344,0.012341,4534.9617142,-6557.5703125
3348,0.0101064,4543.7240784,-4013.9541016
3352,-0.0019458,4552.28253,30.5450592
3356,-0.0193287,4560.7973341,3553.5605469
3360,-0.0319376,4569.0265945,5141.3398438
3364,-0.0275101,4577.3911581,4937.5820313
3368,9.81e-05,4585.78685,3890.9997559
3372,0.0400998,4594.2680065,2935.03125
3376,0.0613643,4603.2710953,2114.1081543
3380,0.0363842,4612.9386299,671.388916
3384,-0.0196532,4622.5784788,-1374.3637695
3388,-0.0546386,4631.3623885,-2967.7316895
3392,-0.0389077,4639.8350895,-3271.5061035
3396,0.0029373,4648.3626148,-2253.4404297
3400,0.0283974,4657.0696093,-722.6342773
3404,0.0223357,4665.9281724,204.4927063
3408,-0.0006254,4674.5373491,295.1413574
3412,-0.019898,4683.3448447,328.6313477
3416,-0.0251493,4692.0268483,1027.434082
3420,-0.016038,4700.6995883,2459.4240723
3424,0.0029112,4709.3482934,3925.9528809
3428,0.021507,4717.9371891,4264.4804688
3432,0.0253447,4726.74784,2989.9672852
3436,0.0102637,4735.541049,875.1547852
3440,-0.0076227,4744.261518,-856.8718262
3444,-0.0088299,4753.0012322,-1508.4033203
3448,0.0045717,4761.7419521,-1269.651123
3452,0.012675,4770.6115334,-859.1916504
3456,0.0044345,4779.578619,-735.0830078
3460,-0.0106648,4788.4786969,-820.979248
3464,-0.0171164,4797.3056614,-863.0700684
3468,-0.0106959,4806.0563454,-684.6687012
3472,-0.0001297,4814.7866032,-264.3669434
3476,0.0042966,4823.662314,55.4813538
3480,0.0018721,4832.5833721,387.8425293
3484,0.0003945,4841.4579132,1951.0664063
3488,0.0047644,4850.5248631,4848.109375
3492,0.0101827,4859.5771971,6657.71875
3496,0.008663,4868.7050668,3789.8093262
3500,-0.0001527,4877.9764694,-5461.40625
3504,-0.007996,4887.0862601,-17000.8242188
3508,-0.0073552,4896.1825142,-23416.3632813
3512,0.0004971,4905.3515932,-20538.7890625
3516,0.0069414,4914.3157887,-9251.375
3520,0.0054218,4923.5206147,4929.1210938
3524,-0.0004338,4932.8976858,15422.2929688
3528,-0.0018292,4941.9369442,19324.984375
3532,0.0016672,4950.9875206,16878.71875
3536,0.0017035,4960.0869448,10684.34375
3540,-0.0047484,4969.1046094,4545.953125
3544,-0.0105973,4978.0521331,228.5949249
3548,-0.0085953,4986.818751,-2131.9001465
3552,0.002009,4995.6023918,-2616.529541
3556,0.0177679,5004.3067967,-1844.6191406
3560,0.0325176,5012.9915029,-853.2773438
3564,0.0338799,5021.8562868,-1022.2768555
3568,0.0042101,5030.5439164,-3162.9802246
3572,-0.057685,5039.3744105,-5981.1992188
3576,-0.1088157,5048.139178,-6876.796875
3580,-0.0878497,5056.2788537,-4639.4726563
3584,0.0053237,5063.7262258,-285.4680176
3588,0.0912366,5071.9548148,4166.3984375
3592,0.1013473,5080.6178247,6927.9023438
3596,0.0490841,5089.1831787,7708.0351563
3600,-0.0077818,5098.0611188,7296.1875
3604,-0.0323454,5107.3523917,6038.8359375
3608,-0.0233913,5116.1617856,4140.1132813
3612,-0.001248,5124.9668861,1479.548584
3616,0.0100963,5133.9892593,-2560.0842285
3620,0.003747,5143.3152095,-7625.65625
3624,-0.0049915,5152.534213,-12298.4960938
3628,-0.0010949,5161.6817444,-14396.7929688
3632,0.0076971,5170.803779,-11986.046875
3636,0.0010952,5179.9981793,-5943.9648438
3640,-0.0216025,5189.368199,814.9841309
3644,-0.0341294,5198.7510269,5944.71875
3648,-0.0175241,5207.6843971,8499.6171875
3652,0.0122483,5216.9677229,9116.234375
3656,0.025336,5226.5499954,8484.21875
3660,0.0146546,5236.1144034,6354.6367188
3664,-0.0015918,5245.7125195,2892.0021973
3668,-0.0053021,5255.0509224,-949.185791
3672,0.0033776,5264.4558895,-3848.4145508
3676,0.011009,5274.0516914,-4774.796875
3680,0.0085536,5283.6502453,-3875.1311035
3684,0.0,5287.9704646,-2089.401123
3688,,5287.9704646,-453.4279785
3692,,5287.9704646,306.7807617
3696,,5287.9704646,218.9875183
3700,,5287.9704646,-94.8222504
3704,,5287.9704646,118.2227631
3708,,5287.9704646,1136.739502
3712,,5287.9704646,2272.3637695
3716,,5287.9704646,2455.604248
3720,,5287.9704646,1211.2897949
3724,,5287.9704646,-988.7827148
3728,,5287.9704646,-3039.8959961
3732,,5287.9704646,-3948.0136719
3736,,5287.9704646,-3254.2705078
3740,,5287.9704646,-1217.9033203
3744,,5287.9704646,1061.4084473
3748,,5287.9704646,2257.9892578
3752,,5287.9704646,1773.5256348
3756,,5287.9704646,164.6014709
3760,,5287.9704646,-1305.3293457
3764,,5287.9704646,-1700.8137207
3768,,5287.9704646,-1023.3664551
3772,,5287.9704646,154.6292725
3776,,5287.9704646,1484.0593262
3780,,5287.9704646,3051.2587891
3784,,5287.9704646,4829.40625
3788,,5287.9704646,6071.2304688
3792,,5287.9704646,5751.0625
3796,,5287.9704646,3805.9250488
3800,,5287.9704646,1150.0979004
3804,,5287.9704646,-1350.4216309
3808,,5287.9704646,-3374.4145508
3812,,5287.9704646,-4948.7695313
3816,,5287.9704646,-5928.0585938
3820,,5287.9704646,-5947.0273438
3824,,5287.9704646,-4838.296875
3828,,5287.9704646,-2914.6437988
3832,,5287.9704646,-1045.994873
3836,,5287.9704646,-158.530365
3840,,5287.9704646,-424.880127
3844,,5287.9704646,-1180.690918
3848,,5287.9704646,-1595.7451172
3852,,5287.9704646,-1148.1630859
3856,,5287.9704646,353.0837402
3860,,5287.9704646,2699.244873
3864,,5287.9704646,5167.25
3868,,5287.9704646,6792.4804688
3872,,5287.9704646,7093.0859375
3876,,5287.9704646,6241.7539063
3880,,5287.9704646,4526.921875
3884,,5287.9704646,2201.7182617
3888,,5287.9704646,-434.5583496
3892,,5287.9704646,-2988.034668
3896,,5287.9704646,-4882.3085938
3900,,5287.9704646,-5551.015625
3904,,5287.9704646,-4829.7226563
3908,,5287.9704646,-3345.6577148
3912,,5287.9704646,-2233.0637207
3916,,5287.9704646,-2041.5095215
3920,,5287.9704646,-2220.9775391
3924,,5287.9704646,-1781.6611328
3928,,5287.9704646,-348.6166992
3932,,5287.9704646,1425.0302734
3936,,5287.9704646,2471.65625
3940,,5287.9704646,2175.3835449
3944,,5287.9704646,774.1264648
3948,,5287.9704646,-826.2207031
3952,,5287.9704646,-1630.1152344
3956,,5287.9704646,-1142.9824219
3960,,5287.9704646,295.0488281
3964,,5287.9704646,1767.7062988
3968,,5287.9704646,2563.5048828
3972,,5287.9704646,2697.8522949
3976,,5287.9704646,2566.3493652
3980,,5287.9704646,2241.2592773
3984,,5287.9704646,1464.3598633
3988,,5287.9704646,257.8029785
3992,,5287.9704646,-791.5075684
3996,,5287.9704646,-1015.8383789
4000,,5287.9704646,-369.3000488
4004,,5287.9704646,507.3007813
4008,,5287.9704646,896.4599609
4012,,5287.9704646,585.1101074
4016,,5287.9704646,-122.9663239
4020,,5287.9704646,-801.4736328
4024,,5287.9704646,-1206.1347656
4028,,5287.9704646,-1311.3410645
4032,,5287.9704646,-1237.1879883
4036,,5287.9704646,-1132.9873047
4040,,5287.9704646,-1045.625
4044,,5287.9704646,-907.4890137
4048,,5287.9704646,-674.5209961
4052,,5287.9704646,-440.5783691
4056,,5287.9704646,-343.9501953
4060,,5287.9704646,-405.53125
4064,,5287.9704646,-542.7800293
4068,,5287.9704646,-671.720459
4072,,5287.9704646,-710.079834
4076,,5287.9704646,-545.1503906
4080,,5287.9704646,-77.6336365
4084,,5287.9704646,721.6467285
4088,,5287.9704646,1772.7478027
4092,,5287.9704646,2815.5273438
4096,,5287.9704646,3404.3530273
4100,,5287.9704646,3111.4772949
4104,,5287.9704646,1825.3728027
4108,,5287.9704646,-43.8948364
4112,,5287.9704646,-1631.534668
4116,,5287.9704646,-2144.7121582
4120,,5287.9704646,-1548.0268555
4124,,5287.9704646,-652.2509766
4128,,5287.9704646,-371.6142578
4132,,5287.9704646,-912.8193359
4136,,5287.9704646,-1691.0175781
4140,,5287.9704646,-1910.1333008
4144,,5287.9704646,-1229.7109375
4148,,5287.9704646,11.2937527
4152,,5287.9704646,1125.9482422
4156,,5287.9704646,1583.921875
4160,,5287.9704646,1255.1674805
4164,,5287.9704646,359.7612305
4168,,5287.9704646,-691.8432617
4172,,5287.9704646,-1491.119873
4176,,5287.9704646,-1781.4294434
4180,,5287.9704646,-1489.1552734
4184,,5287.9704646,-699.3728027
4188,,5287.9704646,341.0771484
4192,,5287.9704646,1317.0871582
4196,,5287.9704646,2060.081543
4200,,5287.9704646,2573.2456055
4204,,5287.9704646,2781.2775879
4208,,5287.9704646,2450.654541
4212,,5287.9704646,1478.0512695
4216,,5287.9704646,121.0310059
4220,,5287.9704646,-1084.0124512
4224,,5287.9704646,-1614.0588379
4228,,5287.9704646,-1320.3605957
4232,,5287.9704646,-588.2719727
4236,,5287.9704646,-45.4051056
4240,,5287.9704646,-38.0381165
4244,,5287.9704646,-392.2441406
4248,,5287.9704646,-666.3962402
4252,,5287.9704646,-612.7158203
4256,,5287.9704646,-359.8476563
4260,,5287.9704646,-163.8388519
4264,,5287.9704646,-77.6844635
4268,,5287.9704646,75.0947571
4272,,5287.9704646,429.9013672
4276,,5287.9704646,852.107666
4280,,5287.9704646,1027.4633789
4284,,5287.9704646,740.6989746
4288,,5287.9704646,12.1286926
4292,,5287.9704646,-932.6923828
4296,,5287.9704646,-1705.8867188
4300,,5287.9704646,-1877.9506836
4304,,5287.9704646,-1263.2995605
4308,,5287.9704646,-145.7512817
4312,,5287.9704646,835.7712402
4316,,5287.9704646,1098.0703125
4320,,5287.9704646,492.8039551
4324,,5287.9704646,-628.4987793
4328,,5287.9704646,-1659.5964355
4332,,5287.9704646,-2081.7502441
4336,,5287.9704646,-1698.0112305
4340,,5287.9704646,-690.2697754
4344,,5287.9704646,473.8195801
4348,,5287.9704646,1290.4406738
4352,,5287.9704646,1525.8481445
4356,,5287.9704646,1333.6604004
4360,,5287.9704646,1112.5285645
4364,,5287.9704646,1231.9282227
4368,,5287.9704646,1763.5551758
4372,,5287.9704646,2395.2700195
4376,,5287.9704646,2635.8137207
4380,,5287.9704646,2155.8762207
4384,,5287.9704646,1016.5524902
4388,,5287.9704646,-411.6047363
4392,,5287.9704646,-1748.3369141
4396,,5287.9704646,-2778.901123
4400,,5287.9704646,-3415.7756348
4404,,5287.9704646,-3598.6242676
4408,,5287.9704646,-3223.1687012
4412,,5287.9704646,-2205.3278809
4416,,5287.9704646,-629.7329102
4420,,5287.9704646,1222.2163086
4424,,5287.9704646,2941.6342773
4428,,5287.9704646,4107.8671875
4432,,5287.9704646,4426.5273438
4436,,5287.9704646,3734.4521484
4440,,5287.9704646,2000.3479004
4444,,5287.9704646,-451.7058105
4448,,5287.9704646,-2853.3789063
4452,,5287.9704646,-4288.3007813
4456,,5287.9704646,-4105.40625
4460,,5287.9704646,-2260.6530762
4464,,5287.9704646,520.3164063
4468,,5287.9704646,2975.854248
4472,,5287.9704646,3880.4326172
4476,,5287.9704646,2649.6999512
4480,,5287.9704646,-291.9321289
4484,,5287.9704646,-3670.1696777
4488,,5287.9704646,-6041.984375
4492,,5287.9704646,-6469.6132813
4496,,5287.9704646,-4819.1054688
4500,,5287.9704646,-1732.1477051
4504,,5287.9704646,1720.1467285
4508,,5287.9704646,4521.078125
4512,,5287.9704646,5998.3945313
4516,,5287.9704646,5931.921875
4520,,5287.9704646,4530.6445313
4524,,5287.9704646,2236.6560059
4528,,5287.9704646,-424.447998
4532,,5287.9704646,-2873.050293
4536,,5287.9704646,-4500.3085938
4540,,5287.9704646,-4770.4609375
4544,,5287.9704646,-3518.184082
4548,,5287.9704646,-1220.9885254
4552,,5287.9704646,1191.2172852
4556,,5287.9704646,2862.8515625
4560,,5287.9704646,3444.9296875
4564,,5287.9704646,3170.2817383
4568,,5287.9704646,2572.7001953
4572,,5287.9704646,2153.0522461
4576,,5287.9704646,2166.0803223
4580,,5287.9704646,2491.0405273
4584,,5287.9704646,2641.0068359
4588,,5287.9704646,1964.5993652
4592,,5287.9704646,83.9151459
4596,,5287.9704646,-2669.5153809
4600,,5287.9704646,-5280.7539063
4604,,5287.9704646,-6623.9101563
4608,,5287.9704646,-6179.0078125
4612,,5287.9704646,-4306.5664063
4616,,5287.9704646,-1912.7670898
4620,,5287.9704646,71.8844452
4624,,5287.9704646,1124.6123047
4628,,5287.9704646,1363.3725586
4632,,5287.9704646,1411.1447754
4636,,5287.9704646,1907.1938477
4640,,5287.9704646,2972.4245605
4644,,5287.9704646,4047.9604492
4648,,5287.9704646,4272.1835938
4652,,5287.9704646,3125.0053711
4656,,5287.9704646,894.7189941
4660,,5287.9704646,-1427.5351563
4664,,5287.9704646,-2774.1911621
4668,,5287.9704646,-2666.1713867
4672,,5287.9704646,-1504.0617676
4676,,5287.9704646,-295.0400391
4680,,5287.9704646,14.1224861
4684,,5287.9704646,-881.9248047
4688,,5287.9704646,-2527.4916992
4692,,5287.9704646,-4012.7429199
4696,,5287.9704646,-4418.8867188
4700,,5287.9704646,-3203.0075684
4704,,5287.9704646,-429.2746582
4708,,5287.9704646,3147.7966309
4712,,5287.9704646,6256.4257813
4716,,5287.9704646,7658.6015625
4720,,5287.9704646,6837.1210938
4724,,5287.9704646,4363.7890625
4728,,5287.9704646,1554.5839844
4732,,5287.9704646,-488.8395996
4736,,5287.9704646,-1635.3415527
4740,,5287.9704646,-2568.9624023
4744,,5287.9704646,-3854.2866211
4748,,5287.9704646,-5196.390625
4752,,5287.9704646,-5693.0976563
4756,,5287.9704646,-4706.4609375
4760,,5287.9704646,-2452.9072266
4764,,5287.9704646,152.9720306
4768,,5287.9704646,2054.4089355
4772,,5287.9704646,2507.7009277
4776,,5287.9704646,1422.0053711
4780,,5287.9704646,-445.7746582
4784,,5287.9704646,-1768.0524902
4788,,5287.9704646,-1497.0600586
4792,,5287.9704646,270.7763672
4796,,5287.9704646,2292.8632813
4800,,5287.9704646,3195.0771484
4804,,5287.9704646,2572.6052246
4808,,5287.9704646,1179.9135742
4812,,5287.9704646,165.6482544
4816,,5287.9704646,132.3759308
4820,,5287.9704646,802.564209
4824,,5287.9704646,1422.3996582
4828,,5287.9704646,1425.1013184
4832,,5287.9704646,795.4521484
4836,,5287.9704646,-36.864975
4840,,5287.9704646,-578.5341797
4844,,5287.9704646,-599.1369629
4848,,5287.9704646,-163.0919495
4852,,5287.9704646,533.7087402
4856,,5287.9704646,1266.1052246
4860,,5287.9704646,1756.0876465
4864,,5287.9704646,1667.7412109
4868,,5287.9704646,765.5654297
4872,,5287.9704646,-848.3686523
4876,,5287.9704646,-2657.9470215
4880,,5287.9704646,-3936.7573242
4884,,5287.9704646,-4155.3476563
4888,,5287.9704646,-3307.6948242
4892,,5287.9704646,-1872.8137207
4896,,5287.9704646,-459.3725586
4900,,5287.9704646,579.6228027
4904,,5287.9704646,1245.4519043
4908,,5287.9704646,1651.447998
4912,,5287.9704646,1741.1347656
4916,,5287.9704646,1302.2910156
4920,,5287.9704646,273.0856934
4924,,5287.9704646,-1032.2531738
4928,,5287.9704646,-2046.7792969
4932,,5287.9704646,-2330.1118164
4936,,5287.9704646,-1856.8381348
4940,,5287.9704646,-966.3823242
4944,,5287.9704646,-88.779129
4948,,5287.9704646,509.6477051
4952,,5287.9704646,818.765625
4956,,5287.9704646,1011.8276367
4960,,5287.9704646,1279.7250977
4964,,5287.9704646,1666.4821777
4968,,5287.9704646,2019.7370605
4972,,5287.9704646,2115.8242188
4976,,5287.9704646,1865.3703613
4980,,5287.9704646,1381.765625
4984,,5287.9704646,860.4223633
4988,,5287.9704646,433.3718262
4992,,5287.9704646,148.1204529
4996,,5287.9704646,49.0623779
5000,,5287.9704646,194.0715332
5004,,5287.9704646,543.7758789
5008,,5287.9704646,870.1279297
5012,,5287.9704646,832.1125488
5016,,5287.9704646,193.6936493
5020,,5287.9704646,-983.3840332
5024,,5287.9704646,-2329.9050293
5028,,5287.9704646,-3349.8598633
5032,,5287.9704646,-3633.3491211
5036,,5287.9704646,-2957.0039063
5040,,5287.9704646,-1262.6523438
5044,,5287.9704646,1423.2724609
5048,,5287.9704646,4927.7734375
5052,,5287.9704646,8628.9570313
5056,,5287.9704646,11191.4882813
5060,,5287.9704646,10772.5585938
5064,,5287.9704646,5971.125
5068,,5287.9704646,-2915.7307129
5072,,5287.9704646,-13323.6835938
5076,,5287.9704646,-21239.2265625
5080,,5287.9704646,-23153.28125
5084,,5287.9704646,-17983.9726563
5088,,5287.9704646,-7734.1679688
5092,,5287.9704646,3615.9970703
5096,,5287.9704646,12192.375
5100,,5287.9704646,15917.890625
5104,,5287.9704646,14966.8945313
5108,,5287.9704646,11030.0585938
5112,,5287.9704646,6164.1757813
5116,,5287.9704646,1939.6137695
5120,,5287.9704646,-860.229248
5124,,5287.9704646,-2227.3535156
5128,,5287.9704646,-2756.074707
5132,,5287.9704646,-3269.3193359
5136,,5287.9704646,-4338.6328125
5140,,5287.9704646,-5855.890625
5144,,5287.9704646,-6997.3632813
5148,,5287.9704646,-6719.9492188
5152,,5287.9704646,-4486.1054688
5156,,5287.9704646,-706.5871582
5160,,5287.9704646,3422.9206543
5164,,5287.9704646,6561.96875
5168,,5287.9704646,7914.7773438
5172,,5287.9704646,7526.6289063
5176,,5287.9704646,6054.7304688
5180,,5287.9704646,4254.0859375
5184,,5287.9704646,2565.0275879
5188,,5287.9704646,1050.1936035
5192,,5287.9704646,-367.9321289
5196,,5287.9704646,-1632.0458984
5200,,5287.9704646,-2531.8825684
5204,,5287.9704646,-2933.2321777
5208,,5287.9704646,-2959.3364258
5212,,5287.9704646,-2901.5930176
5216,,5287.9704646,-2910.6293945
5220,,5287.9704646,-2808.7993164
5224,,5287.9704646,-2257.3063965
5228,,5287.9704646,-1126.965332
5232,,5287.9704646,277.3415527
5236,,5287.9704646,1345.6376953
5240,,5287.9704646,1571.2414551
5244,,5287.9704646,935.7458496
5248,,5287.9704646,-69.4793701
5252,,5287.9704646,-814.4758301
5256,,5287.9704646,-963.848877
5260,,5287.9704646,-622.8691406
5264,,5287.9704646,-136.4328613
5268,,5287.9704646,229.7832794
5272,,5287.9704646,437.4841309
5276,,5287.9704646,568.7260742
5280,,5287.9704646,657.9460449
5284,,5287.9704646,673.1818848
5288,,5287.9704646,611.6281738
